age,sex,inc_breast_cancer,inc_cirrhosis,inc_esophageal_cancer,inc_epilepsy,inc_injuries,inc_ischaemic_stroke,inc_aud,inc_liver_cancer,inc_ischemic_heart_disease,inc_pancreatitis
15,Female,6.4629958436e-06,6.97368518e-08,0.0,0.0004200968472312,0.2188380625147002,4.16326870392e-05,0.0047312015137679,2.801738019e-07,1.23917939824e-05,0.0001210782867987
16,Female,6.4629958436e-06,6.97368518e-08,0.0,0.0004200968472312,0.2188380625147002,4.16326870392e-05,0.0047312015137679,2.801738019e-07,1.23917939824e-05,0.0001210782867987
17,Female,6.4629958436e-06,6.97368518e-08,0.0,0.0004200968472312,0.2188380625147001,4.16326870392e-05,0.0047312015137679,2.801738019e-07,1.23917939824e-05,0.0001210782867987
18,Female,6.4629958436e-06,6.97368518e-08,0.0,0.0004200968472313,0.2188380625147002,4.163268703920001e-05,0.0047312015137679,2.801738019e-07,1.23917939824e-05,0.0001210782867987
19,Female,6.4629958436e-06,6.97368518e-08,0.0,0.0004200968472313,0.2188380625147002,4.163268703919999e-05,0.0047312015137679,2.801738019e-07,1.23917939824e-05,0.0001210782867987
20,Female,2.05411156723e-05,1.258471169e-06,4.492645753e-07,0.0003291710649854,0.177632524822785,5.192975773430001e-05,0.0104520487163606,4.880952304e-07,2.88564189095e-05,0.0002117045633821
21,Female,2.05411156723e-05,1.258471169e-06,4.492645753e-07,0.0003291710649854,0.177632524822785,5.19297577343e-05,0.0104520487163606,4.880952304e-07,2.885641890949999e-05,0.0002117045633821
22,Female,2.05411156723e-05,1.258471169e-06,4.492645753e-07,0.0003291710649853,0.177632524822785,5.192975773429999e-05,0.0104520487163606,4.880952304e-07,2.88564189095e-05,0.0002117045633821
23,Female,2.05411156723e-05,1.258471169e-06,4.492645753e-07,0.0003291710649854,0.177632524822785,5.192975773429998e-05,0.0104520487163606,4.880952304e-07,2.88564189095e-05,0.0002117045633821
24,Female,2.05411156723e-05,1.258471169e-06,4.492645753e-07,0.0003291710649854,0.177632524822785,5.19297577343e-05,0.0104520487163606,4.880952304e-07,2.88564189095e-05,0.0002117045633821
25,Female,9.1076410917e-05,4.3373339218e-06,1.1791753852e-06,0.0002852505474248,0.1462266248542214,6.94245588669e-05,0.0150432682132983,5.541862214e-07,3.4316790041e-05,0.0002651422357376
26,Female,9.1076410917e-05,4.3373339218e-06,1.1791753852e-06,0.0002852505474247,0.1462266248542214,6.942455886690001e-05,0.0150432682132983,5.541862214e-07,3.4316790041e-05,0.0002651422357376
27,Female,9.1076410917e-05,4.3373339218e-06,1.1791753852e-06,0.0002852505474248,0.1462266248542214,6.942455886689999e-05,0.0150432682132983,5.541862214e-07,3.4316790041e-05,0.0002651422357376
28,Female,9.1076410917e-05,4.3373339218e-06,1.1791753852e-06,0.0002852505474248,0.1462266248542214,6.94245588669e-05,0.0150432682132983,5.541862214e-07,3.431679004100001e-05,0.0002651422357376
29,Female,9.1076410917e-05,4.337333921799999e-06,1.1791753852e-06,0.0002852505474248,0.1462266248542214,6.942455886689999e-05,0.0150432682132983,5.541862214e-07,3.4316790041e-05,0.0002651422357376
30,Female,0.0002754829705786,1.7740986197e-05,1.734669953099999e-06,0.0002604012051266,0.1272450437228861,0.0001109447143536,0.0170598242090402,7.434603815999999e-07,6.03720046163e-05,0.0002892580774314
31,Female,0.0002754829705786,1.774098619700001e-05,1.734669953099999e-06,0.0002604012051266,0.1272450437228861,0.0001109447143536,0.0170598242090402,7.434603816e-07,6.037200461630001e-05,0.0002892580774314
32,Female,0.0002754829705786,1.7740986197e-05,1.734669953099998e-06,0.0002604012051265,0.1272450437228861,0.0001109447143536,0.0170598242090402,7.434603815999999e-07,6.03720046163e-05,0.0002892580774314
33,Female,0.0002754829705786,1.774098619699999e-05,1.734669953099999e-06,0.0002604012051266,0.1272450437228861,0.0001109447143536,0.0170598242090402,7.434603815999999e-07,6.03720046163e-05,0.0002892580774314
34,Female,0.0002754829705786,1.774098619700001e-05,1.734669953099999e-06,0.0002604012051266,0.1272450437228861,0.0001109447143536,0.0170598242090402,7.434603816e-07,6.03720046163e-05,0.0002892580774314
35,Female,0.0005455714034615,4.216573195050001e-05,2.7431455288e-06,0.0002553561044778,0.1146704388262686,0.0001766916879202,0.0165566220805311,1.2445118095e-06,0.0001070358955703,0.0003742652124746
36,Female,0.0005455714034615,4.216573195049999e-05,2.7431455288e-06,0.0002553561044777,0.1146704388262686,0.0001766916879202,0.0165566220805311,1.2445118095e-06,0.0001070358955703,0.0003742652124746
37,Female,0.0005455714034615,4.216573195049999e-05,2.7431455288e-06,0.0002553561044778,0.1146704388262686,0.0001766916879202,0.0165566220805311,1.2445118095e-06,0.0001070358955703,0.0003742652124746
38,Female,0.0005455714034615,4.216573195049999e-05,2.7431455288e-06,0.0002553561044778,0.1146704388262686,0.0001766916879202,0.0165566220805311,1.2445118095e-06,0.0001070358955703,0.0003742652124746
39,Female,0.0005455714034615,4.216573195049999e-05,2.7431455288e-06,0.0002553561044778,0.1146704388262686,0.0001766916879202,0.0165566220805311,1.2445118095e-06,0.0001070358955703,0.0003742652124746
40,Female,0.0009178609430922,7.524563760919999e-05,4.3150197955e-06,0.0002572788894377,0.1037466771574262,0.000244092354881,0.0154734943502506,2.399773722099999e-06,0.0002270326170859,0.0004884887672833
41,Female,0.0009178609430922,7.524563760919999e-05,4.3150197955e-06,0.0002572788894377,0.1037466771574262,0.0002440923548811,0.0154734943502506,2.399773722099999e-06,0.0002270326170859,0.0004884887672833
42,Female,0.0009178609430922,7.524563760919999e-05,4.3150197955e-06,0.0002572788894378,0.1037466771574262,0.000244092354881,0.0154734943502506,2.399773722099999e-06,0.0002270326170859,0.0004884887672833
43,Female,0.0009178609430922,7.52456376092e-05,4.315019795500001e-06,0.0002572788894378,0.1037466771574262,0.0002440923548811,0.0154734943502506,2.399773722099999e-06,0.0002270326170859,0.0004884887672833
44,Female,0.0009178609430922,7.524563760919999e-05,4.315019795499999e-06,0.0002572788894377,0.1037466771574262,0.000244092354881,0.0154734943502506,2.399773722099999e-06,0.0002270326170859,0.0004884887672833
45,Female,0.0011811742646772,0.0001210064855313,9.2070529263e-06,0.0002663124866205,0.0988527697189361,0.0003150387705402,0.0138426373413848,5.4148655018e-06,0.000429952347242,0.0005600232799102
46,Female,0.0011811742646772,0.0001210064855313,9.2070529263e-06,0.0002663124866205,0.0988527697189361,0.0003150387705402,0.0138426373413848,5.414865501800001e-06,0.0004299523472421,0.0005600232799102
47,Female,0.0011811742646772,0.0001210064855313,9.2070529263e-06,0.0002663124866205,0.0988527697189361,0.0003150387705402,0.0138426373413848,5.414865501799999e-06,0.0004299523472421,0.0005600232799102
48,Female,0.0011811742646772,0.0001210064855313,9.2070529263e-06,0.0002663124866205,0.0988527697189361,0.0003150387705402,0.0138426373413848,5.4148655018e-06,0.0004299523472421,0.0005600232799102
49,Female,0.0011811742646772,0.0001210064855313,9.2070529263e-06,0.0002663124866205,0.0988527697189361,0.0003150387705401,0.0138426373413848,5.4148655018e-06,0.0004299523472421,0.0005600232799102
50,Female,0.0013593116359993,0.0001772874776742,1.59396973516e-05,0.0002754885690087,0.0967404766617192,0.0004378767208351,0.0125599899720656,1.05269906851e-05,0.0008177447363241,0.0006647399431839
51,Female,0.0013593116359993,0.0001772874776742,1.59396973516e-05,0.0002754885690087,0.0967404766617192,0.0004378767208351,0.0125599899720656,1.05269906851e-05,0.0008177447363242,0.0006647399431839
52,Female,0.0013593116359993,0.0001772874776742,1.59396973516e-05,0.0002754885690087,0.0967404766617192,0.0004378767208351,0.0125599899720656,1.05269906851e-05,0.0008177447363241,0.0006647399431839
53,Female,0.0013593116359993,0.0001772874776742,1.593969735159999e-05,0.0002754885690087,0.0967404766617192,0.0004378767208351,0.0125599899720656,1.05269906851e-05,0.0008177447363242,0.0006647399431839
54,Female,0.0013593116359993,0.0001772874776742,1.59396973516e-05,0.0002754885690087,0.0967404766617192,0.0004378767208351,0.0125599899720656,1.05269906851e-05,0.0008177447363242,0.0006647399431839
55,Female,0.0014877887990263,0.0001740401302022,3.71949172028e-05,0.0002838971069961,0.0954948529911191,0.0006102780698307,0.0116300282108565,2.23778281967e-05,0.0014209243461709,0.0007777339394372
56,Female,0.0014877887990263,0.0001740401302022,3.719491720280001e-05,0.0002838971069962,0.0954948529911191,0.0006102780698307,0.0116300282108565,2.237782819670001e-05,0.0014209243461709,0.0007777339394372
57,Female,0.0014877887990263,0.0001740401302021,3.71949172028e-05,0.0002838971069961,0.095494852991119,0.0006102780698308,0.0116300282108565,2.237782819669999e-05,0.0014209243461709,0.0007777339394372
58,Female,0.0014877887990263,0.0001740401302022,3.719491720279999e-05,0.0002838971069962,0.0954948529911191,0.0006102780698308,0.0116300282108565,2.237782819669999e-05,0.0014209243461709,0.0007777339394372
59,Female,0.0014877887990263,0.0001740401302021,3.71949172028e-05,0.0002838971069962,0.095494852991119,0.0006102780698308,0.0116300282108565,2.23778281967e-05,0.0014209243461709,0.0007777339394372
60,Female,0.0018193406460422,0.0001072780903451,3.797885037080001e-05,0.0002702127851944,0.0987443710766309,0.0010040318620193,0.0096071535427004,4.05708999979e-05,0.0025652652468538,0.0007952987585972
61,Female,0.0018193406460422,0.0001072780903451,3.79788503708e-05,0.0002702127851944,0.0987443710766309,0.0010040318620193,0.0096071535427004,4.05708999979e-05,0.0025652652468539,0.0007952987585972
62,Female,0.0018193406460422,0.0001072780903451,3.79788503708e-05,0.0002702127851944,0.0987443710766309,0.0010040318620193,0.0096071535427004,4.057089999789999e-05,0.0025652652468539,0.0007952987585972
63,Female,0.0018193406460422,0.0001072780903451,3.797885037080001e-05,0.0002702127851943,0.0987443710766309,0.0010040318620193,0.0096071535427004,4.05708999979e-05,0.0025652652468539,0.0007952987585972
64,Female,0.0018193406460422,0.0001072780903451,3.797885037079999e-05,0.0002702127851944,0.0987443710766309,0.0010040318620193,0.0096071535427004,4.05708999979e-05,0.0025652652468538,0.0007952987585972
65,Female,0.0021792390999247,6.346702624819999e-05,5.621294096769999e-05,0.0002265740805519,0.1044529008972065,0.0016146930063452,0.0065081720735114,6.65218412889e-05,0.0042793472762327,0.0008133440064271
66,Female,0.0021792390999247,6.34670262482e-05,5.62129409677e-05,0.000226574080552,0.1044529008972065,0.0016146930063452,0.0065081720735114,6.65218412889e-05,0.0042793472762327,0.0008133440064271
67,Female,0.0021792390999247,6.346702624820002e-05,5.621294096770001e-05,0.000226574080552,0.1044529008972065,0.0016146930063452,0.0065081720735114,6.65218412889e-05,0.0042793472762327,0.0008133440064271
68,Female,0.0021792390999247,6.346702624820002e-05,5.62129409677e-05,0.000226574080552,0.1044529008972065,0.0016146930063452,0.0065081720735114,6.652184128889999e-05,0.0042793472762327,0.0008133440064271
69,Female,0.0021792390999247,6.34670262482e-05,5.621294096769999e-05,0.000226574080552,0.1044529008972065,0.0016146930063452,0.0065081720735114,6.65218412889e-05,0.0042793472762327,0.0008133440064271
70,Female,0.0023568571397291,4.76315568905e-05,6.97065253244e-05,0.0001985752666563,0.1244484497534527,0.0026338775196057,0.004599333366583,0.0001072509787536,0.006336993832729,0.0009026091950364
71,Female,0.0023568571397291,4.763155689050001e-05,6.97065253244e-05,0.0001985752666563,0.1244484497534527,0.0026338775196058,0.004599333366583,0.0001072509787536,0.006336993832729,0.0009026091950364
72,Female,0.0023568571397291,4.763155689050001e-05,6.97065253244e-05,0.0001985752666562,0.1244484497534527,0.0026338775196058,0.004599333366583,0.0001072509787536,0.006336993832729,0.0009026091950364
73,Female,0.0023568571397291,4.76315568905e-05,6.97065253244e-05,0.0001985752666563,0.1244484497534527,0.0026338775196058,0.004599333366583,0.0001072509787536,0.0063369938327289,0.0009026091950364
74,Female,0.0023568571397291,4.76315568905e-05,6.970652532439999e-05,0.0001985752666563,0.1244484497534527,0.0026338775196058,0.004599333366583,0.0001072509787536,0.006336993832729,0.0009026091950364
75,Female,0.0025181144554118,4.92842169875e-05,8.856222837300002e-05,0.0001867607625635,0.1567342184045556,0.0040768063399317,0.0038864895153997,0.000122634559847,0.008864722102591,0.0010622864157977
76,Female,0.0025181144554118,4.928421698750001e-05,8.8562228373e-05,0.0001867607625634,0.1567342184045555,0.0040768063399316,0.0038864895153997,0.000122634559847,0.008864722102591,0.0010622864157977
77,Female,0.0025181144554118,4.928421698750001e-05,8.856222837300002e-05,0.0001867607625635,0.1567342184045556,0.0040768063399317,0.0038864895153997,0.000122634559847,0.008864722102591,0.0010622864157977
78,Female,0.0025181144554118,4.928421698749999e-05,8.8562228373e-05,0.0001867607625635,0.1567342184045556,0.0040768063399316,0.0038864895153997,0.000122634559847,0.008864722102591,0.0010622864157977
79,Female,0.0025181144554118,4.928421698750001e-05,8.856222837299999e-05,0.0001867607625635,0.1567342184045556,0.0040768063399316,0.0038864895153997,0.000122634559847,0.008864722102591,0.0010622864157977
15,Male,1.416378359e-07,2.538307079e-07,0.0,0.0003798729675281,0.4059839744752087,3.21902781265e-05,0.0064469943062535,5.261024395999998e-07,1.74046395083e-05,0.0001311116243262
16,Male,1.416378359e-07,2.538307079e-07,0.0,0.0003798729675281,0.4059839744752087,3.219027812650001e-05,0.0064469943062535,5.261024396e-07,1.740463950830001e-05,0.0001311116243262
17,Male,1.416378359e-07,2.538307079e-07,0.0,0.0003798729675281,0.4059839744752087,3.21902781265e-05,0.0064469943062535,5.261024396e-07,1.74046395083e-05,0.0001311116243262
18,Male,1.416378359e-07,2.538307079e-07,0.0,0.0003798729675281,0.4059839744752087,3.21902781265e-05,0.0064469943062535,5.261024396e-07,1.74046395083e-05,0.0001311116243262
19,Male,1.416378359e-07,2.538307079e-07,0.0,0.0003798729675281,0.4059839744752086,3.21902781265e-05,0.0064469943062535,5.261024396e-07,1.74046395083e-05,0.0001311116243262
20,Male,2.062033041e-07,4.9836235762e-06,5.948002485e-07,0.000314439936572,0.4003236527220078,4.031763281000001e-05,0.0147927376744832,7.214806078999998e-07,4.9766050774e-05,0.0002456259133476
21,Male,2.062033041e-07,4.983623576200001e-06,5.948002485e-07,0.000314439936572,0.4003236527220079,4.031763281e-05,0.0147927376744832,7.214806079e-07,4.976605077400002e-05,0.0002456259133476
22,Male,2.062033041e-07,4.9836235762e-06,5.948002485e-07,0.000314439936572,0.4003236527220078,4.031763281e-05,0.0147927376744832,7.214806079e-07,4.9766050774e-05,0.0002456259133476
23,Male,2.062033041e-07,4.983623576200001e-06,5.948002485e-07,0.0003144399365719,0.4003236527220079,4.031763281000001e-05,0.0147927376744832,7.214806079e-07,4.9766050774e-05,0.0002456259133476
24,Male,2.062033041e-07,4.983623576199998e-06,5.948002485e-07,0.000314439936572,0.4003236527220078,4.031763281000001e-05,0.0147927376744832,7.214806078999998e-07,4.9766050774e-05,0.0002456259133476
25,Male,6.921783492e-07,2.572181781219999e-05,1.087496555399999e-06,0.0003004581320857,0.3569424311978317,5.399066988979999e-05,0.0221001997515531,1.1846545239e-06,7.748984952479998e-05,0.0004125157310696
26,Male,6.921783492e-07,2.57218178122e-05,1.087496555399999e-06,0.0003004581320857,0.3569424311978319,5.39906698898e-05,0.0221001997515531,1.1846545239e-06,7.74898495248e-05,0.0004125157310696
27,Male,6.921783492e-07,2.572181781219999e-05,1.087496555399999e-06,0.0003004581320856,0.3569424311978318,5.399066988979999e-05,0.0221001997515531,1.1846545239e-06,7.74898495248e-05,0.0004125157310696
28,Male,6.921783492e-07,2.57218178122e-05,1.087496555399999e-06,0.0003004581320856,0.3569424311978318,5.399066988980001e-05,0.0221001997515531,1.1846545239e-06,7.74898495248e-05,0.0004125157310696
29,Male,6.921783492e-07,2.57218178122e-05,1.087496555399999e-06,0.0003004581320857,0.3569424311978319,5.399066988979999e-05,0.0221001997515531,1.1846545239e-06,7.74898495248e-05,0.0004125157310696
30,Male,9.711878058e-07,0.0001000287793926,3.4064243322e-06,0.0002953632084463,0.3160452550614604,9.63727223374e-05,0.0247300815638454,2.6954129936e-06,0.0001809132539846,0.0006714141414938
31,Male,9.711878058e-07,0.0001000287793926,3.4064243322e-06,0.0002953632084464,0.3160452550614605,9.63727223374e-05,0.0247300815638454,2.6954129936e-06,0.0001809132539846,0.0006714141414938
32,Male,9.711878058e-07,0.0001000287793926,3.4064243322e-06,0.0002953632084463,0.3160452550614605,9.63727223374e-05,0.0247300815638454,2.6954129936e-06,0.0001809132539846,0.0006714141414938
33,Male,9.711878058e-07,0.0001000287793926,3.4064243322e-06,0.0002953632084463,0.3160452550614605,9.63727223374e-05,0.0247300815638454,2.6954129936e-06,0.0001809132539845,0.0006714141414938
34,Male,9.711878058e-07,0.0001000287793926,3.4064243322e-06,0.0002953632084464,0.3160452550614604,9.637272233739998e-05,0.0247300815638454,2.6954129936e-06,0.0001809132539846,0.0006714141414938
35,Male,1.6420033487e-06,0.0001406149759325,6.8261497038e-06,0.0002990517850582,0.2770160239871303,0.0001677652493501,0.0228342222131313,3.9319498658e-06,0.0003599758250389,0.0009639570756427
36,Male,1.6420033487e-06,0.0001406149759324,6.826149703800001e-06,0.0002990517850582,0.2770160239871302,0.0001677652493501,0.0228342222131313,3.9319498658e-06,0.0003599758250389,0.0009639570756427
37,Male,1.6420033487e-06,0.0001406149759325,6.8261497038e-06,0.0002990517850582,0.2770160239871303,0.00016776524935,0.0228342222131313,3.9319498658e-06,0.0003599758250388,0.0009639570756427
38,Male,1.6420033487e-06,0.0001406149759325,6.826149703799999e-06,0.0002990517850582,0.2770160239871302,0.0001677652493501,0.0228342222131313,3.9319498658e-06,0.0003599758250389,0.0009639570756427
39,Male,1.6420033487e-06,0.0001406149759325,6.8261497038e-06,0.0002990517850582,0.2770160239871302,0.0001677652493501,0.0228342222131313,3.9319498658e-06,0.0003599758250389,0.0009639570756427
40,Male,3.8586192394e-06,0.000185117084417,1.94191298663e-05,0.0003183160563038,0.2265661074058488,0.0002915624317308,0.0209883453533425,8.079213640099999e-06,0.0008086551979885,0.0011767185697712
41,Male,3.8586192394e-06,0.000185117084417,1.94191298663e-05,0.0003183160563038,0.2265661074058488,0.0002915624317308,0.0209883453533425,8.0792136401e-06,0.0008086551979885,0.0011767185697712
42,Male,3.8586192394e-06,0.0001851170844171,1.941912986629999e-05,0.0003183160563038,0.2265661074058488,0.0002915624317308,0.0209883453533425,8.0792136401e-06,0.0008086551979885,0.0011767185697712
43,Male,3.8586192394e-06,0.0001851170844171,1.941912986629999e-05,0.0003183160563038,0.2265661074058489,0.0002915624317308,0.0209883453533425,8.0792136401e-06,0.0008086551979885,0.0011767185697712
44,Male,3.8586192394e-06,0.0001851170844171,1.94191298663e-05,0.0003183160563038,0.2265661074058488,0.0002915624317308,0.0209883453533425,8.0792136401e-06,0.0008086551979885,0.0011767185697712
45,Male,7.2424949224e-06,0.0002306130674361,4.34217788579e-05,0.0003527123066965,0.1998245833084785,0.0004694064447786,0.0191805888968822,1.5348947133e-05,0.001566041834931,0.0012669450340694
46,Male,7.2424949224e-06,0.0002306130674361,4.34217788579e-05,0.0003527123066965,0.1998245833084785,0.0004694064447786,0.0191805888968822,1.5348947133e-05,0.001566041834931,0.0012669450340694
47,Male,7.2424949224e-06,0.0002306130674361,4.342177885790001e-05,0.0003527123066965,0.1998245833084785,0.0004694064447785,0.0191805888968822,1.5348947133e-05,0.001566041834931,0.0012669450340694
48,Male,7.2424949224e-06,0.0002306130674361,4.34217788579e-05,0.0003527123066965,0.1998245833084785,0.0004694064447785,0.0191805888968822,1.5348947133e-05,0.001566041834931,0.0012669450340694
49,Male,7.2424949224e-06,0.0002306130674361,4.34217788579e-05,0.0003527123066965,0.1998245833084785,0.0004694064447786,0.0191805888968822,1.5348947133e-05,0.001566041834931,0.0012669450340694
50,Male,1.0748806381e-05,0.0003480400033992,9.01852319831e-05,0.0003699108760123,0.1991492719652091,0.0008604905100374,0.0193281228200395,3.94987022811e-05,0.0030545804214524,0.0012197024082937
51,Male,1.0748806381e-05,0.0003480400033992,9.01852319831e-05,0.0003699108760123,0.1991492719652091,0.0008604905100374,0.0193281228200395,3.94987022811e-05,0.0030545804214524,0.0012197024082937
52,Male,1.0748806381e-05,0.0003480400033992,9.018523198309998e-05,0.0003699108760123,0.1991492719652091,0.0008604905100375,0.0193281228200395,3.94987022811e-05,0.0030545804214524,0.0012197024082937
53,Male,1.0748806381e-05,0.0003480400033992,9.018523198309998e-05,0.0003699108760123,0.199149271965209,0.0008604905100375,0.0193281228200395,3.94987022811e-05,0.0030545804214524,0.0012197024082937
54,Male,1.0748806381e-05,0.0003480400033992,9.01852319831e-05,0.0003699108760123,0.1991492719652091,0.0008604905100375,0.0193281228200395,3.94987022811e-05,0.0030545804214524,0.0012197024082937
55,Male,1.76674009503e-05,0.0004258320126482,0.0001859334071817,0.0003699810280771,0.1879555476784873,0.0014691030059654,0.021354667386987,7.66636706577e-05,0.0052657044524942,0.0010998804045609
56,Male,1.76674009503e-05,0.0004258320126481,0.0001859334071817,0.0003699810280771,0.1879555476784874,0.0014691030059654,0.021354667386987,7.66636706577e-05,0.0052657044524942,0.0010998804045609
57,Male,1.76674009503e-05,0.0004258320126481,0.0001859334071817,0.0003699810280771,0.1879555476784873,0.0014691030059654,0.021354667386987,7.66636706577e-05,0.0052657044524942,0.0010998804045609
58,Male,1.76674009503e-05,0.0004258320126482,0.0001859334071817,0.0003699810280771,0.1879555476784872,0.0014691030059654,0.021354667386987,7.666367065769998e-05,0.0052657044524942,0.0010998804045609
59,Male,1.76674009503e-05,0.0004258320126481,0.0001859334071817,0.0003699810280771,0.1879555476784872,0.0014691030059654,0.021354667386987,7.66636706577e-05,0.0052657044524942,0.0010998804045609
60,Male,2.92159582096e-05,0.0004328897740595,0.0002647272869261,0.0003392172179226,0.1705636632851185,0.002384434967529,0.0296670917813756,0.0001341654535189,0.008007320573161,0.0010259264365815
61,Male,2.92159582096e-05,0.0004328897740594,0.0002647272869262,0.0003392172179226,0.1705636632851185,0.002384434967529,0.0296670917813756,0.0001341654535189,0.0080073205731609,0.0010259264365815
62,Male,2.92159582096e-05,0.0004328897740595,0.0002647272869261,0.0003392172179226,0.1705636632851185,0.002384434967529,0.0296670917813756,0.0001341654535189,0.008007320573161,0.0010259264365815
63,Male,2.92159582096e-05,0.0004328897740595,0.0002647272869261,0.0003392172179226,0.1705636632851185,0.002384434967529,0.0296670917813756,0.0001341654535189,0.0080073205731609,0.0010259264365815
64,Male,2.92159582096e-05,0.0004328897740595,0.0002647272869262,0.0003392172179225,0.1705636632851185,0.0023844349675289,0.0296670917813756,0.0001341654535189,0.008007320573161,0.0010259264365815
65,Male,4.50015599313e-05,0.000384433719667,0.0003500113076744,0.0002690695063121,0.1559987129511573,0.0036169728099027,0.0433439945369638,0.0002219850554797,0.0113496395176973,0.001073296066955
66,Male,4.50015599313e-05,0.0003844337196671,0.0003500113076744,0.0002690695063121,0.1559987129511573,0.0036169728099026,0.0433439945369638,0.0002219850554797,0.0113496395176973,0.001073296066955
67,Male,4.50015599313e-05,0.0003844337196671,0.0003500113076744,0.0002690695063121,0.1559987129511573,0.0036169728099027,0.0433439945369638,0.0002219850554797,0.0113496395176973,0.001073296066955
68,Male,4.50015599313e-05,0.000384433719667,0.0003500113076744,0.0002690695063122,0.1559987129511573,0.0036169728099026,0.0433439945369638,0.0002219850554797,0.0113496395176973,0.001073296066955
69,Male,4.50015599313e-05,0.000384433719667,0.0003500113076744,0.0002690695063122,0.1559987129511573,0.0036169728099026,0.0433439945369638,0.0002219850554797,0.0113496395176973,0.001073296066955
70,Male,5.51883029321e-05,0.0002369892780706,0.0003294794776263,0.0002287054524784,0.1591311184639973,0.0046779864267725,0.041740149695131,0.0003368915524386,0.0144153294114759,0.0012139722774102
71,Male,5.51883029321e-05,0.0002369892780706,0.0003294794776264,0.0002287054524784,0.1591311184639973,0.0046779864267725,0.041740149695131,0.0003368915524385,0.0144153294114759,0.0012139722774102
72,Male,5.51883029321e-05,0.0002369892780705,0.0003294794776263,0.0002287054524783,0.1591311184639973,0.0046779864267725,0.041740149695131,0.0003368915524385,0.0144153294114759,0.0012139722774102
73,Male,5.51883029321e-05,0.0002369892780705,0.0003294794776263,0.0002287054524784,0.1591311184639973,0.0046779864267725,0.041740149695131,0.0003368915524385,0.0144153294114759,0.0012139722774102
74,Male,5.51883029321e-05,0.0002369892780705,0.0003294794776264,0.0002287054524784,0.1591311184639973,0.0046779864267725,0.041740149695131,0.0003368915524386,0.0144153294114759,0.0012139722774102
75,Male,6.26440980322e-05,0.0001883242881638,0.0003163166336402,0.0002189279993598,0.1605348115943171,0.0055176087332555,0.0265365245575908,0.0003465001995474,0.0173918235870251,0.0013131318783726
76,Male,6.26440980322e-05,0.0001883242881638,0.0003163166336402,0.0002189279993598,0.1605348115943171,0.0055176087332555,0.0265365245575908,0.0003465001995474,0.0173918235870251,0.0013131318783726
77,Male,6.26440980322e-05,0.0001883242881638,0.0003163166336402,0.0002189279993598,0.1605348115943171,0.0055176087332555,0.0265365245575908,0.0003465001995474,0.0173918235870251,0.0013131318783726
78,Male,6.26440980322e-05,0.0001883242881638,0.0003163166336402,0.0002189279993598,0.1605348115943171,0.0055176087332556,0.0265365245575908,0.0003465001995474,0.0173918235870251,0.0013131318783726
79,Male,6.26440980322e-05,0.0001883242881638,0.0003163166336402,0.0002189279993598,0.1605348115943171,0.0055176087332555,0.0265365245575908,0.0003465001995474,0.0173918235870251,0.0013131318783726
